"id","city","region","href","name","style","area","orientation","decoration","elevator","floor","build_year","sign_time","unit_price","total_price","fangchan_class","school","subway"
895,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102254985.html","名嘉佳园小区","2室1厅","76.3平米","南 北","其他","有电梯","低楼层(共10层)","2006年建板楼","2018.05.08","26868","205","None","None","距1号线双龙大道409米"
896,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102363722.html","幕府佳园","2室2厅","96.52平米","南 北","其他","有电梯","低楼层(共11层)","2006年建板楼","2018.05.03","26109","252","房屋满两年","None","距3号线五塘广场343米"
897,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101847634.html","花港幸福城金桂园","3室1厅","85.99平米","南 北","其他","有电梯","高楼层(共18层)","2013年建板塔结合","2018.01.15","19561","168.2","房屋满两年","None","None"
898,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101221692.html","花港幸福城芙蓉园","1室1厅","58.38平米","南","精装","有电梯","低楼层(共18层)","2013年建板楼","2017.05.20","19185","112","None","None","None"
899,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100160546.html","幕府山庄","3室2厅","73.92平米","南","简装","无电梯","高楼层(共6层)","2001年建板楼","2016.04.26","19616","145","None","None","None"
900,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101960954.html","祥和佳园","3室2厅","104.02平米","南","简装","无电梯","高楼层(共6层)","2009年建板楼","2018.04.26","23650","246","房屋满五年","None","None"
901,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102320248.html","名嘉佳园小区","2室1厅","63.84平米","南","其他","有电梯","中楼层(共10层)","2006年建板楼","2018.04.26","30232","193","房屋满两年","None","None"
902,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102263055.html","兴贤佳园近贤苑","2室1厅","69.24平米","南","精装","有电梯","中楼层(共18层)","2009年建板楼","2018.04.24","24697","171","房屋满五年","None","None"
903,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100870752.html","花港幸福城芙蓉园","2室1厅","68.04平米","南 北","简装","有电梯","高楼层(共18层)","2013年建板楼","2017.05.03","20533","139.7","None","None","None"
904,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101037337.html","花港幸福城玫瑰园","3室1厅","87.52平米","南","简装","有电梯","低楼层(共18层)","2013年建板塔结合","2017.04.23","19996","175","None","None","None"
905,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101163939.html","花港幸福城芙蓉园","2室2厅","68.16平米","南 北","毛坯","有电梯","高楼层(共18层)","2013年建板楼","2017.04.11","20467","139.5","None","None","None"
906,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102244944.html","名嘉佳园小区","2室2厅","92.41平米","南","其他","有电梯","中楼层(共11层)","2006年建板楼","2018.04.23","25593","236.5","房屋满五年","None","距1号线双龙大道799米"
907,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102247692.html","紫杨佳园","2室1厅","85.9平米","南 北","其他","有电梯","低楼层(共14层)","2013年建板楼","2018.04.23","20955","180","None","None","None"
908,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102251893.html","华阳佳园华明苑","3室2厅","120.3平米","南 北","简装","有电梯","低楼层(共12层)","2003年建板楼","2018.04.22","35562","427.8","房屋满两年","None","None"
909,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100875031.html","花港幸福城玫瑰园","3室1厅","88.65平米","南","毛坯","有电梯","低楼层(共18层)","2013年建板塔结合","2017.03.02","18613","165","None","None","None"
910,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100643238.html","花港幸福城芙蓉园","1室1厅","58.39平米","南 北","其他","有电梯","中楼层(共18层)","2013年建板楼","2017.02.20","19524","114","None","None","None"
911,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100761697.html","花港幸福城芙蓉园","1室1厅","58.39平米","南","其他","有电梯","高楼层(共18层)","2013年建板楼","2017.01.06","17726","103.5","None","None","None"
912,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102213370.html","紫杨佳园","2室2厅","86.02平米","南 北","其他","有电梯","低楼层(共14层)","2013年建板楼","2018.04.19","21158","182","None","None","None"
913,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102271755.html","景明佳园集景苑","2室1厅","70.38平米","南 北","其他","无电梯","中楼层(共6层)","2004年建板塔结合","2018.04.19","24553","172.8","房屋满五年","None","None"
914,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102240246.html","兴贤佳园尚贤苑","3室1厅","82.34平米","南 北","其他","无电梯","低楼层(共6层)","2004年建板楼","2018.04.18","25505","210","房屋满五年","None","None"
915,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100668894.html","花港幸福城芙蓉园","1室1厅","58.39平米","南 北","毛坯","有电梯","低楼层(共18层)","2013年建板楼","2016.12.07","14900","87","None","None","None"
916,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101888130.html","紫杨佳园","2室2厅","85.9平米","南 北","其他","有电梯","中楼层(共14层)","2013年建板楼","2018.04.17","20955","180","None","None","None"
917,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102265726.html","达莱佳园","2室2厅","91.01平米","南 北","简装","无电梯","中楼层(共6层)","2017年建板楼","2018.04.16","33953","309","None","None","距1号线三山街859米"
918,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101849897.html","景明佳园春景苑","2室1厅","74.16平米","南","其他","无电梯","高楼层(共6层)","2004年建板塔结合","2018.04.16","22654","168","房屋满五年","None","距S3号线景明佳园532米"
919,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102303472.html","兴贤佳园修贤苑","2室1厅","64.83平米","南 北","其他","有电梯","高楼层(共18层)","2006年建板楼","2018.04.14","25220","163.5","房屋满两年","None","None"
920,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101699742.html","紫杨佳园","2室2厅","83.97平米","南 北","简装","有电梯","低楼层(共14层)","2014年建板楼","2018.04.13","21437","180","None","None","None"
921,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101904097.html","幕府佳园","3室1厅","88.51平米","南 北","其他","无电梯","中楼层(共6层)","2006年建板楼","2018.04.10","27229","241","房屋满两年","None","距3号线五塘广场719米"
922,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102279638.html","兴贤佳园近贤苑","2室1厅","64.95平米","南 北","毛坯","有电梯","低楼层(共18层)","2009年建板楼","2018.04.09","22017","143","房屋满两年","None","None"
923,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102262828.html","祥和佳园","2室1厅","64.78平米","南 北","简装","无电梯","低楼层(共6层)","2009年建板塔结合","2018.04.07","25626","166","房屋满五年","None","None"
924,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102187910.html","名嘉佳园小区","2室1厅","63.84平米","南","精装","有电梯","中楼层(共10层)","2006年建板楼","2018.04.01","30546","195","房屋满五年","None","距1号线双龙大道409米"
925,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101660049.html","景明佳园春景苑","2室2厅","75.6平米","南","简装","无电梯","中楼层(共6层)","2004年建板塔结合","2018.03.30","24075","182","None","None","距S3号线景明佳园497米"
926,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102057055.html","兴贤佳园近贤苑","2室1厅","69.48平米","南","精装","有电梯","中楼层(共18层)","2009年建板楼","2018.03.30","24324","169","房屋满五年","None","None"
927,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102210092.html","兴贤佳园修贤苑","2室1厅","68.55平米","南","毛坯","有电梯","低楼层(共18层)","2006年建板楼","2018.03.29","23341","160","房屋满五年","None","None"
928,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102246730.html","华阳佳园华彩苑","3室2厅","91.16平米","南 西 北","精装","有电梯","低楼层(共8层)","2000年建板楼","2018.03.28","42234","385","房屋满两年","None","None"
929,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102082583.html","兴贤佳园修贤苑","3室2厅","83.51平米","南 北","其他","无电梯","高楼层(共6层)","2006年建板楼","2018.03.26","26884","224.5","房屋满两年","None","None"
930,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101950848.html","三味公寓","2室1厅","68.48平米","南 北","精装","无电梯","高楼层(共6层)","2009年建板楼","2017.12.28","30374","208","房屋满五年","None","None"
931,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101099344.html","三味公寓","1室1厅","43.01平米","东","精装","无电梯","低楼层(共6层)","2009年建板楼","2017.12.20","27901","120","房屋满五年","None","None"
932,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100985706.html","三味公寓","1室1厅","43.01平米","东南 西北","其他","无电梯","低楼层(共6层)","2009年建板楼","2017.09.03","27436","118","房屋满五年","None","None"
933,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100973031.html","三味公寓","1室1厅","42.61平米","东","其他","无电梯","中楼层(共6层)","2009年建板楼","2017.05.12","29336","125","房屋满两年","None","None"
934,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100768191.html","三味公寓","1室1厅","43.01平米","东","精装","无电梯","低楼层(共6层)","2009年建板楼","2017.03.20","30226","130","房屋满五年","None","None"
935,"nj","栖霞","https://nj.lianjia.com/chengjiao/103100598213.html","三味公寓","2室1厅","58.1平米","西 北","精装","无电梯","中楼层(共6层)","2009年建板楼","2016.11.04","27195","158","None","None","None"
936,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJQH88702452.html","观城","1室1厅","49.49平米","西","精装","有电梯","中楼层(共31层)","2009年建塔楼","2015.09.16","24753","122.5","房屋满两年","None","None"
937,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJQH89908252.html","城开国际","1室1厅","47.23平米","东","其他","有电梯","低楼层(共33层)","塔楼","2015.08.31","20750","98","None","None","None"
938,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJGL89463679.html","育才公寓","3室1厅","88.93平米","南 北","简装","无电梯","中楼层(共6层)","2000年建板楼","2015.07.26","28337","252","房屋满五年","None","None"
939,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJQH89700488.html","城开国际","1室0厅","48.36平米","东","精装","有电梯","中楼层(共33层)","塔楼","2015.07.18","20679","100","房屋满五年","None","None"
940,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJQH89544841.html","厅后街","1室1厅","38.63平米","南","其他","无电梯","高楼层(共6层)","1985年建板楼","2015.06.30","22781","88","None","None","距1号线张府园142米"
941,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJQH89359093.html","观城","1室1厅","61.89平米","南","其他","有电梯","低楼层(共31层)","2009年建塔楼","2015.06.07","22282","137.9","None","None","距1号线张府园445米"
942,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJQH87173416.html","城开国际","1室1厅","42.86平米","南 西","其他","有电梯","中楼层(共33层)","塔楼","2015.06.06","20766","89","房屋满五年","None","None"
943,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJQH88797008.html","观城","2室1厅","65.15平米","西 北","其他","有电梯","中楼层(共31层)","2009年建塔楼","2015.04.26","23669","154.2","None","None","None"
944,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJQH88852059.html","盛天大厦","2室2厅","74.71平米","南 北","精装","有电梯","高楼层(共14层)","板塔结合","2015.04.20","25164","188","房屋满五年","None","距1号线张府园138米"
945,"nj","栖霞","https://nj.lianjia.com/chengjiao/NJQH87291598.html","城开国际","1室1厅","41.72平米","东 北","精装","有电梯","低楼层(共33层)","塔楼","2014.12.15","20374","85","房屋满五年","None","距1号线张府园592米"
946,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102260482.html","百水芊城阅水坊","2室1厅","63.22平米","南 北","其他","无电梯","中楼层(共6层)","2008年建板塔结合","近30天内成交","下载APP查看成交>","1**","房屋满五年","None","None"
947,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102318442.html","百水芊城春水坊","1室1厅","47.85平米","南","其他","无电梯","中楼层(共6层)","2007年建板塔结合","近30天内成交","下载APP查看成交>","1**","None","None","None"
948,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102323751.html","百水芊城秀水坊","1室1厅","48.66平米","南 北","其他","无电梯","中楼层(共5层)","2007年建板楼","近30天内成交","下载APP查看成交>","8*","房屋满五年","None","None"
949,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102340036.html","百水芊城秀水坊","1室1厅","48.65平米","东 南 北","其他","无电梯","中楼层(共5层)","2007年建板楼","2018.05.11","22858","111.2","房屋满两年","None","None"
950,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102228432.html","百水芊城云水坊","1室1厅","42.52平米","南 北","其他","无电梯","高楼层(共6层)","2007年建板楼","2018.05.02","24883","105.8","房屋满两年","None","None"
951,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101754801.html","百水芊城阅水坊","1室1厅","48.16平米","南 北","其他","无电梯","低楼层(共6层)","2008年建板塔结合","2018.04.16","21741","104.7","房屋满两年","None","None"
952,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102297505.html","百水芊城阅水坊","1室1厅","49.27平米","南 北","简装","无电梯","中楼层(共6层)","2007年建板塔结合","2018.04.16","20906","103","房屋满五年","None","None"
953,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101754757.html","百水芊城阅水坊","1室1厅","42.06平米","南","其他","无电梯","低楼层(共6层)","2004年建板塔结合","2018.04.11","21874","92","房屋满五年","None","None"
954,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102073817.html","百水芊城上水坊","2室1厅","48.7平米","南","简装","无电梯","高楼层(共6层)","2007年建板楼","2018.03.21","23204","113","房屋满两年","None","None"
955,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101129365.html","百水芊城阅水坊","1室1厅","42.06平米","南","其他","无电梯","低楼层(共6层)","2008年建板塔结合","2018.03.06","21280","89.5","None","None","None"
956,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101966730.html","百水芊城上水坊","1室1厅","47.93平米","南 北","简装","无电梯","中楼层(共6层)","2007年建板楼","2018.03.06","22012","105.5","房屋满五年","None","None"
957,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101979234.html","百水芊城云水坊","2室1厅","63.16平米","南","其他","无电梯","中楼层(共6层)","2007年建板楼","2018.01.22","23528","148.6","房屋满五年","None","None"
958,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101974780.html","百水芊城春水坊","2室1厅","62.76平米","南 北","其他","无电梯","中楼层(共6层)","2007年建板楼","2017.12.26","23901","150","房屋满两年","None","None"
959,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101905961.html","百水芊城上水坊","2室1厅","65.83平米","南 北","简装","无电梯","中楼层(共6层)","2007年建板楼","2017.12.25","22786","150","房屋满五年","None","None"
960,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101960714.html","百水芊城云水坊","2室1厅","63.52平米","南","其他","无电梯","高楼层(共6层)","2007年建板楼","2017.12.23","23741","150.8","房屋满两年","None","None"
961,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101897009.html","百水芊城阅水坊","3室2厅","82.82平米","南","精装","无电梯","高楼层(共6层)","2008年建板塔结合","2017.12.10","21131","175","房屋满五年","None","None"
962,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101891037.html","百水芊城春水坊","1室1厅","42.57平米","南","其他","无电梯","中楼层(共6层)","2007年建板楼","2017.11.30","22035","93.8","房屋满五年","None","None"
963,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101592133.html","百水芊城秀水坊","1室1厅","42平米","南","精装","无电梯","中楼层(共6层)","2004年建板楼","2017.11.27","22620","95","房屋满两年","None","None"
964,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101624176.html","百水芊城阅水坊","1室1厅","42.25平米","西","其他","无电梯","低楼层(共6层)","2008年建板塔结合","2017.11.11","20261","85.6","房屋满五年","None","None"
965,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101291416.html","百水芊城春水坊","3室1厅","84.98平米","南","其他","无电梯","低楼层(共6层)","2007年建板楼","2017.11.07","19417","165","None","None","None"
966,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101421913.html","百水芊城春水坊","2室1厅","63.54平米","南","简装","无电梯","高楼层(共6层)","2007年建板楼","2017.11.06","22034","140","房屋满五年","None","None"
967,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101748657.html","百水芊城上水坊","1室1厅","47.93平米","南 北","精装","无电梯","低楼层(共6层)","2007年建板楼","2017.10.16","21282","102","None","None","None"
968,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101737066.html","百水芊城云水坊","3室2厅","63.19平米","南","精装","无电梯","高楼层(共6层)","2007年建板楼","2017.09.26","24846","157","None","None","None"
969,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101597444.html","百水芊城春水坊","1室1厅","47.92平米","南","其他","无电梯","中楼层(共6层)","2007年建板楼","2017.09.25","18782","90","房屋满五年","None","None"
970,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101516491.html","百水芊城阅水坊","2室1厅","63.23平米","南 北","其他","无电梯","低楼层(共6层)","2008年建板塔结合","2017.09.03","21968","138.9","房屋满五年","None","None"
971,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101625581.html","百水芊城阅水坊","2室1厅","63.31平米","南 北","其他","无电梯","中楼层(共6层)","2008年建板塔结合","2017.08.24","23090","146.2","房屋满五年","None","None"
972,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101606485.html","百水芊城春水坊","3室1厅","62.81平米","南","简装","无电梯","高楼层(共6层)","2007年建板楼","2017.08.21","22656","142.3","房屋满五年","None","None"
973,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101543912.html","百水芊城云水坊","1室1厅","42.5平米","南 北","简装","无电梯","中楼层(共6层)","2007年建板楼","2017.08.08","21412","91","房屋满五年","None","None"
974,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101510945.html","百水芊城云水坊","1室1厅","42.5平米","南","其他","无电梯","高楼层(共6层)","2007年建板楼","2017.07.24","22589","96","房屋满五年","None","None"
975,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101193056.html","百水芊城上水坊","2室1厅","65.83平米","南 北","其他","无电梯","中楼层(共6层)","2007年建板楼","2017.06.28","22483","148","None","None","None"
976,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102377632.html","清凉山庄","2室1厅","44.28平米","西南 东北","其他","无电梯","低楼层(共7层)","1995年建板楼","近30天内成交","下载APP查看成交>","3**","None","None","距2号线汉中门620米"
977,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101680424.html","麒麟山庄","3室2厅","141.72平米","南 北","其他","有电梯","中楼层(共11层)","2009年建板楼","近30天内成交","下载APP查看成交>","2**","None","None","None"
978,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102220590.html","富丽山庄","3室2厅","108.24平米","南 北","简装","无电梯","中楼层(共7层)","1997年建板楼","近30天内成交","下载APP查看成交>","2**","房屋满两年","None","None"
979,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101871209.html","钟山山庄","3室1厅","80.39平米","南 北","精装","有电梯","中楼层(共7层)","1996年建板塔结合","近30天内成交","下载APP查看成交>","2**","房屋满五年","None","距4号线蒋王庙375米"
980,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102331224.html","钟山山庄","2室1厅","62.19平米","南 北","其他","无电梯","中楼层(共5层)","1996年建板塔结合","2018.05.13","27336","170","房屋满两年","None","距4号线蒋王庙509米"
981,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102400888.html","清凉山庄","1室1厅","40.79平米","西","其他","无电梯","中楼层(共7层)","1994年建板楼","2018.05.12","70606","288","房屋满五年","None","距2号线汉中门775米"
982,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102378048.html","清凉山庄","2室1厅","53.39平米","南 北","其他","无电梯","高楼层(共7层)","1995年建板楼","2018.05.10","67579","360.8","房屋满五年","None","距2号线汉中门728米"
983,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101965213.html","都市山庄","3室1厅","85.44平米","南","其他","无电梯","低楼层(共7层)","2000年建板楼","2018.05.09","31602","270","None","None","距2号线孝陵卫381米"
984,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102351985.html","钟山山庄","2室1厅","53.57平米","南 北","其他","有电梯","中楼层(共7层)","1996年建板塔结合","2018.05.09","25201","135","房屋满五年","None","距4号线蒋王庙366米"
985,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102068675.html","梅花山庄南华苑","3室2厅","142.66平米","南 北","其他","有电梯","低楼层(共9层)","2000年建板楼","2018.05.03","30072","429","房屋满五年","None","None"
986,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102348504.html","幕府山庄","2室1厅","51.75平米","南 北","简装","无电梯","中楼层(共6层)","2001年建板楼","2018.05.02","25701","133","房屋满五年","None","None"
987,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102333594.html","墨香山庄","2室1厅","66.66平米","南","其他","有电梯","高楼层(共18层)","2005年建板楼","2018.04.23","30529","203.5","房屋满两年","None","None"
988,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101782423.html","富丽山庄","2室2厅","90.73平米","南 北","精装","无电梯","低楼层(共7层)","1997年建板楼","2018.04.17","31412","285","房屋满五年","None","None"
989,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102318199.html","清凉山庄","1室1厅","44.28平米","西南","其他","无电梯","高楼层(共7层)","1995年建板楼","2018.04.16","70010","310","房屋满五年","None","距2号线汉中门620米"
990,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102078430.html","阳光聚宝山庄","3室2厅","107.36平米","南","简装","有电梯","低楼层(共11层)","2007年建板楼","2018.04.14","28316","304","房屋满五年","None","距4号线聚宝山399米"
991,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102295695.html","龙悦山庄","3室2厅","94.29平米","南 北","精装","无电梯","中楼层(共6层)","2003年建板楼","2018.04.12","33260","313.6","None","None","距4号线王家湾424米"
992,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102209913.html","清凉山庄","3室1厅","95.98平米","南 北","简装","无电梯","中楼层(共7层)","1995年建板楼","2018.04.07","47927","460","房屋满五年","None","距2号线汉中门753米"
993,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101608189.html","苜蓿园山庄","3室1厅","64.44平米","南 北","简装","无电梯","高楼层(共5层)","1983年建板楼","2018.04.07","24054","155","None","None","距2号线苜蓿园629米"
994,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101293214.html","阳光聚宝山庄","2室1厅","99.23平米","南 北","简装","有电梯","中楼层(共11层)","2007年建板楼","2018.04.07","27210","270","None","None","None"
995,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102262939.html","钟山山庄","2室1厅","66.94平米","南","其他","无电梯","高楼层(共7层)","1996年建板塔结合","2018.03.31","23156","155","房屋满五年","None","距4号线蒋王庙594米"
996,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101925868.html","麒麟山庄","3室2厅","110.89平米","南 北","其他","有电梯","中楼层(共16层)","2014年建板楼","2018.03.28","18938","210","None","None","None"
997,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101956047.html","东元山庄","2室1厅","76.83平米","南 北","其他","无电梯","低楼层(共7层)","2000年建板楼","2018.03.28","33047","253.9","房屋满五年","None","None"
998,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102097593.html","都市山庄","1室1厅","42.23平米","南","其他","无电梯","高楼层(共7层)","2000年建板楼","2018.03.28","29553","124.8","房屋满五年","None","距2号线下马坊471米"
999,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102249494.html","东元山庄","3室2厅","78.09平米","南 北","其他","无电梯","高楼层(共7层)","2000年建板楼","2018.03.28","30734","240","房屋满五年","None","距2号线下马坊342米"
1000,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101652275.html","钟山山庄","2室1厅","65.9平米","南","简装","有电梯","高楼层(共7层)","1996年建板塔结合","2018.03.27","23066","152","房屋满五年","None","距4号线蒋王庙433米"
1001,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101884172.html","都市山庄","1室1厅","43.67平米","南","其他","无电梯","中楼层(共7层)","2000年建板楼","2018.03.27","31143","136","房屋满五年","None","None"
1002,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101880317.html","钟山山庄","2室1厅","63.42平米","南 北","其他","有电梯","中楼层(共7层)","1996年建板塔结合","2018.03.25","26491","168","None","None","距4号线蒋王庙333米"
1003,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102226364.html","梅花山庄中沁苑","2室1厅","73.93平米","南","其他","无电梯","中楼层(共7层)","1998年建板楼","2018.03.21","34560","255.5","房屋满五年","None","距2号线苜蓿园1158米"
1004,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102193480.html","太古山庄","2室1厅","68.2平米","南","其他","有电梯","中楼层(共10层)","2006年建塔楼","2018.03.17","31379","214","房屋满两年","None","None"
1005,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101266765.html","阳光聚宝山庄","2室2厅","94.82平米","南 北","简装","有电梯","低楼层(共11层)","2007年建板塔结合","2018.03.15","28876","273.8","房屋满五年","None","距4号线聚宝山156米"
1006,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102005984.html","华润国际社区","3室2厅","89.74平米","南 北","其他","有电梯","中楼层(共33层)","2013年建板楼","2017.12.21","31313","281","None","None","None"
1007,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101926029.html","华润国际社区","3室2厅","89.14平米","南 北","其他","有电梯","高楼层(共32层)","2013年建板塔结合","2017.11.30","31187","278","None","None","None"
1008,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101674941.html","华润国际社区","2室1厅","89.03平米","南","其他","有电梯","中楼层(共30层)","2017年建板塔结合","2017.10.18","31788","283","None","None","None"
1009,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101522143.html","华润国际社区","2室2厅","87.44平米","南 北","其他","有电梯","低楼层(共32层)","2013年建板塔结合","2017.10.14","31908","279","None","None","None"
1010,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101451811.html","华润国际社区","2室1厅","88.18平米","南","其他","有电梯","中楼层(共33层)","2013年建板塔结合","2017.08.16","30620","270","None","None","None"
1011,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101460725.html","华润悦府","车位","13.67平米","西","其他","无电梯","车位","2014年建板塔结合","2017.07.03","20118","27.5","None","None","None"
1012,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101427114.html","华润悦府","4室2厅","243.72平米","南 北","其他","有电梯","中楼层(共29层)","2014年建板塔结合","2017.07.02","54264","1322.5","房屋满两年","None","距2号线集庆门大街815米"
1013,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102408248.html","祥和雅苑","2室1厅","45.98平米","南","精装","有电梯","中楼层(共18层)","2012年建板楼","2018.05.13","25881","119","None","None","None"
1014,"nj","栖霞","https://nj.lianjia.com/chengjiao/103101901989.html","祥和雅苑","2室1厅","69.63平米","南","其他","有电梯","高楼层(共18层)","2012年建板楼","2017.11.12","24415","170","None","None","None"
1015,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102409814.html","南湾营宁康苑","3室2厅","104.74平米","南 北","其他","有电梯","中楼层(共11层)","2007年建板塔结合","近30天内成交","下载APP查看成交>","2**","房屋满五年","None","None"
1016,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102081305.html","南湾营宁康苑","3室1厅","85.67平米","南","其他","有电梯","低楼层(共11层)","2007年建板塔结合","2018.05.16","19727","169","None","None","None"
1017,"nj","栖霞","https://nj.lianjia.com/chengjiao/103102226301.html","南湾营宁康苑","2室2厅","64.79平米","南 北","精装","有电梯","中楼层(共11层)","2007年建板塔结合","2018.05.13","24541","159","房屋满两年","None","None"
